,0,760
,1,779
,2,800
,3,838
,4,903
,5,1030
,6,1277
,7,1674
,8,2102
,9,2384
,10,2513
,11,2562
,12,2583
,13,2597
,14,2597
,15,2598
,16,2599
,17,2582
,18,2563
,19,2537
,20,2499
,21,2459
,22,2434
,23,2426
,24,2422
,25,2405
,26,2364
,27,2320
,28,2293
,29,2276
,30,2256
,31,2186
,32,2168
,33,2162
,34,2147
,35,2109
,36,2086
,37,2065
,38,2032
,39,2001
,40,1963
,41,1934
,42,1921
,43,1907
,44,1888
,45,1871
,46,1845
,47,1817
,48,1794
,49,1772
,50,1753
,51,1730
,52,1696
,53,1669
,54,1657
,55,1643
,56,1624
,57,1611
,58,1600
,59,1583
,60,1561
,61,1547
,62,1543
,63,1519
,64,1502
,65,1498
,66,1500
,67,1496
,68,1473
,69,1451
,70,1440
,71,1424
,72,1405
,73,1389
,74,1384
,75,1381
,76,1370
,77,1359
,78,1341
,79,1321
,80,1311
,81,1300
,82,1291
,83,1285
,84,1278
,85,1272
,86,1260
,87,1245
,88,1234
,89,1225
,90,1212
,91,1196
,92,1191
,93,1173
,94,1170
,95,1174
,96,1168
,97,1153
,98,1143
,99,1140
,100,1144
,101,1136
,102,1114
,103,1095
,104,1083
,105,1077
,106,1075
,107,1064
,108,1046
,109,1037
,110,1036
,111,1032
,112,1021
,113,1017
,114,1023
,115,1017
,116,1009
,117,1000
,118,990
,119,984
,120,979
,121,968
,122,951
,123,945
,124,934
,125,929
,126,923
,127,917
,128,917
,129,911
,130,902
,131,897
,132,891
,133,885
,134,880
,135,872
,136,862
,137,860
,138,868
,139,867
,140,855
,141,843
,142,839
,143,837
,144,823
,145,801
,146,792
,147,793
,148,796
,149,791
,150,783
,151,777
,152,770
,153,763
,154,768
