,0,985
,1,1083
,2,1246
,3,1545
,4,1971
,5,2366
,6,2588
,7,2678
,8,2713
,9,2722
,10,2705
,11,2672
,12,2655
,13,2661
,14,2661
,15,2639
,16,2607
,17,2576
,18,2546
,19,2503
,20,2470
,21,2451
,22,2414
,23,2356
,24,2296
,25,2256
,26,2216
,27,2174
,28,2127
,29,2099
,30,2076
,31,2040
,32,1994
,33,1947
,34,1907
,35,1865
,36,1817
,37,1789
,38,1765
,39,1721
,40,1684
,41,1665
,42,1652
,43,1628
,44,1591
,45,1566
,46,1550
,47,1517
,48,1485
,49,1473
,50,1462
,51,1441
,52,1417
,53,1383
,54,1364
,55,1356
,56,1343
,57,1319
,58,1295
,59,1272
,60,1252
,61,1247
,62,1243
,63,1227
,64,1210
,65,1190
,66,1164
,67,1145
,68,1137
,69,1125
,70,1113
,71,1107
,72,1094
,73,1074
,74,1053
,75,1036
,76,1031
,77,1029
,78,1023
,79,1014
,80,999
,81,988
,82,976
,83,967
,84,958
,85,944
,86,938
,87,941
,88,934
,89,925
,90,917
,91,910
,92,901
,93,883
,94,856
,95,839
,96,838
,97,839
,98,834
,99,821
,100,812
,101,801
,102,795
,103,797
,104,789
,105,761
,106,754
,107,756
,108,756
,109,749
,110,741
,111,731
,112,713
,113,702
,114,704
,115,711
,116,705
,117,694
,118,690
,119,688
,120,680
,121,667
,122,657
,123,656
,124,657
,125,650
,126,640
,127,635
,128,630
,129,621
,130,611
