,0,638
,1,651
,2,674
,3,713
,4,773
,5,867
,6,1045
,7,1360
,8,1716
,9,1944
,10,2035
,11,2070
,12,2088
,13,2082
,14,2060
,15,2048
,16,2022
,17,1983
,18,1960
,19,1948
,20,1925
,21,1895
,22,1873
,23,1858
,24,1836
,25,1801
,26,1767
,27,1741
,28,1708
,29,1667
,30,1631
,31,1607
,32,1596
,33,1584
,34,1558
,35,1520
,36,1472
,37,1425
,38,1391
,39,1373
,40,1352
,41,1330
,42,1307
,43,1290
,44,1284
,45,1273
,46,1250
,47,1225
,48,1196
,49,1158
,50,1144
,51,1128
,52,1110
,53,1097
,54,1079
,55,1062
,56,1052
,57,1041
,58,1029
,59,1020
,60,1016
,61,1010
,62,996
,63,976
,64,959
,65,952
,66,941
,67,924
,68,910
,69,903
,70,894
,71,883
,72,881
,73,872
,74,854
,75,843
,76,841
,77,837
,78,816
,79,795
,80,784
,81,772
,82,766
,83,767
,84,765
,85,761
,86,762
,87,755
,88,747
,89,738
,90,719
,91,706
,92,704
,93,699
,94,697
,95,689
,96,672
,97,667
,98,669
