#Wafer120502_z7s6_Biggi_XY 13.08.2012 11:21
#Axis X: V3
#Axis Y: I3
#Axis Y2: 
#VAR2: na Start: 0.000E+0 Stepsize: 100.000E-3
#XY
-1.000000E+0	-2.293000E-8
-9.899497E-1	-2.303500E-8
-9.798995E-1	-2.313000E-8
-9.698492E-1	-2.325500E-8
-9.597990E-1	-2.339500E-8
-9.497487E-1	-2.370000E-8
-9.396985E-1	-2.380500E-8
-9.296482E-1	-2.389000E-8
-9.195980E-1	-2.407000E-8
-9.095477E-1	-2.422500E-8
-8.994975E-1	-2.439000E-8
-8.894472E-1	-2.445000E-8
-8.793970E-1	-2.456500E-8
-8.693467E-1	-2.474000E-8
-8.592965E-1	-2.479000E-8
-8.492462E-1	-2.483500E-8
-8.391960E-1	-2.485500E-8
-8.291457E-1	-2.489500E-8
-8.190955E-1	-2.484000E-8
-8.090452E-1	-2.476500E-8
-7.989950E-1	-2.480500E-8
-7.889447E-1	-2.475000E-8
-7.788945E-1	-2.471000E-8
-7.688442E-1	-2.460000E-8
-7.587940E-1	-2.456000E-8
-7.487437E-1	-2.449000E-8
-7.386935E-1	-2.446500E-8
-7.286432E-1	-2.443000E-8
-7.185930E-1	-2.425500E-8
-7.085427E-1	-2.425500E-8
-6.984925E-1	-2.419500E-8
-6.884422E-1	-2.410500E-8
-6.783920E-1	-2.395500E-8
-6.683417E-1	-2.390000E-8
-6.582915E-1	-2.386500E-8
-6.482412E-1	-2.387000E-8
-6.381910E-1	-2.367500E-8
-6.281407E-1	-2.364000E-8
-6.180905E-1	-2.355500E-8
-6.080402E-1	-2.352500E-8
-5.979899E-1	-2.346000E-8
-5.879397E-1	-2.343000E-8
-5.778894E-1	-2.335000E-8
-5.678392E-1	-2.333000E-8
-5.577889E-1	-2.314500E-8
-5.477387E-1	-2.320000E-8
-5.376884E-1	-2.312000E-8
-5.276382E-1	-2.313500E-8
-5.175879E-1	-2.309500E-8
-5.075377E-1	-2.305500E-8
-4.974874E-1	-2.301000E-8
-4.874372E-1	-2.302500E-8
-4.773869E-1	-2.300500E-8
-4.673367E-1	-2.290000E-8
-4.572864E-1	-2.290000E-8
-4.472362E-1	-2.292000E-8
-4.371859E-1	-2.291000E-8
-4.271357E-1	-2.292000E-8
-4.170854E-1	-2.282000E-8
-4.070352E-1	-2.281500E-8
-3.969849E-1	-2.289500E-8
-3.869347E-1	-2.275000E-8
-3.768844E-1	-2.273500E-8
-3.668342E-1	-2.267500E-8
-3.567839E-1	-2.270500E-8
-3.467337E-1	-2.271500E-8
-3.366834E-1	-2.265500E-8
-3.266332E-1	-2.274500E-8
-3.165829E-1	-2.256000E-8
-3.065327E-1	-2.275000E-8
-2.964824E-1	-2.268500E-8
-2.864322E-1	-2.267500E-8
-2.763819E-1	-2.268000E-8
-2.663317E-1	-2.267500E-8
-2.562814E-1	-2.262500E-8
-2.462312E-1	-2.270500E-8
-2.361809E-1	-2.253000E-8
-2.261307E-1	-2.266000E-8
-2.160804E-1	-2.250500E-8
-2.060302E-1	-2.251500E-8
-1.959799E-1	-2.258000E-8
-1.859296E-1	-2.248500E-8
-1.758794E-1	-2.248500E-8
-1.658291E-1	-2.236500E-8
-1.557789E-1	-2.251500E-8
-1.457286E-1	-2.241500E-8
-1.356784E-1	-2.244000E-8
-1.256281E-1	-2.243000E-8
-1.155779E-1	-2.238000E-8
-1.055276E-1	-2.241500E-8
-9.547739E-2	-2.231000E-8
-8.542714E-2	-2.236000E-8
-7.537688E-2	-2.238500E-8
-6.532663E-2	-2.230500E-8
-5.527638E-2	-2.231500E-8
-4.522613E-2	-2.231000E-8
-3.517588E-2	-2.232000E-8
-2.512563E-2	-2.231500E-8
-1.507538E-2	-2.222000E-8
-5.025126E-3	-2.218500E-8
5.025126E-3	-2.229500E-8
1.507538E-2	-2.230500E-8
2.512563E-2	-2.222000E-8
3.517588E-2	-2.226000E-8
4.522613E-2	-2.220500E-8
5.527638E-2	-2.215500E-8
6.532663E-2	-2.223500E-8
7.537688E-2	-2.210500E-8
8.542714E-2	-2.213000E-8
9.547739E-2	-2.208500E-8
1.055276E-1	-2.205500E-8
1.155779E-1	-2.203500E-8
1.256281E-1	-2.199500E-8
1.356784E-1	-2.190500E-8
1.457286E-1	-2.170000E-8
1.557789E-1	-2.160500E-8
1.658291E-1	-2.150000E-8
1.758794E-1	-2.116500E-8
1.859296E-1	-2.095500E-8
1.959799E-1	-2.055500E-8
2.060302E-1	-1.982500E-8
2.160804E-1	-1.901000E-8
2.261307E-1	-1.770000E-8
2.361809E-1	-1.600500E-8
2.462312E-1	-1.355500E-8
2.562814E-1	-1.025000E-8
2.663317E-1	-5.504900E-9
2.763819E-1	1.270000E-9
2.864322E-1	1.093000E-8
2.964824E-1	2.441000E-8
3.065327E-1	4.373900E-8
3.165829E-1	7.130400E-8
3.266332E-1	1.107000E-7
3.366834E-1	1.670500E-7
3.467337E-1	2.480500E-7
3.567839E-1	3.632500E-7
3.668342E-1	5.286400E-7
3.768844E-1	7.637400E-7
3.869347E-1	1.093000E-6
3.969849E-1	1.565000E-6
4.070352E-1	2.227500E-6
4.170854E-1	3.150400E-6
4.271357E-1	4.434000E-6
4.371859E-1	6.178400E-6
4.472362E-1	8.585400E-6
4.572864E-1	1.182000E-5
4.673367E-1	1.623900E-5
4.773869E-1	2.219000E-5
4.874372E-1	3.025500E-5
4.974874E-1	4.106400E-5
5.075377E-1	5.584400E-5
5.175879E-1	7.580600E-5
5.276382E-1	1.031600E-4
5.376884E-1	1.389500E-4
