#Wafer120502_z6s6_SU_*-1_UI_Kennlinie 13.08.2012 12:28
#Axis X: V3
#Axis Y: I3
#Axis Y2: 
#VAR2: na Start: 0.000E+0 Stepsize: 100.000E-3
#UI_Kennlinie
-1.000000E+0	-5.548000E-3
-9.899497E-1	-5.353900E-3
-9.798995E-1	-5.161000E-3
-9.698492E-1	-4.968600E-3
-9.597990E-1	-4.778100E-3
-9.497487E-1	-4.589100E-3
-9.396985E-1	-4.404500E-3
-9.296482E-1	-4.220500E-3
-9.195980E-1	-4.053100E-3
-9.095477E-1	-3.873600E-3
-8.994975E-1	-3.698000E-3
-8.894472E-1	-3.524100E-3
-8.793970E-1	-3.353000E-3
-8.693467E-1	-3.184600E-3
-8.592965E-1	-3.020500E-3
-8.492462E-1	-2.859500E-3
-8.391960E-1	-2.700600E-3
-8.291457E-1	-2.544500E-3
-8.190955E-1	-2.392100E-3
-8.090452E-1	-2.242000E-3
-7.989950E-1	-2.096500E-3
-7.889447E-1	-1.955000E-3
-7.788945E-1	-1.816500E-3
-7.688442E-1	-1.680500E-3
-7.587940E-1	-1.549500E-3
-7.487437E-1	-1.421000E-3
-7.386935E-1	-1.298000E-3
-7.286432E-1	-1.178500E-3
-7.185930E-1	-1.065000E-3
-7.085427E-1	-9.544200E-4
-6.984925E-1	-8.496900E-4
-6.884422E-1	-7.495600E-4
-6.783920E-1	-6.558000E-4
-6.683417E-1	-5.674700E-4
-6.582915E-1	-4.862100E-4
-6.482412E-1	-4.115600E-4
-6.381910E-1	-3.442000E-4
-6.281407E-1	-2.841500E-4
-6.180905E-1	-2.320500E-4
-6.080402E-1	-1.872000E-4
-5.979899E-1	-1.500500E-4
-5.879397E-1	-1.192500E-4
-5.778894E-1	-9.483800E-5
-5.678392E-1	-7.501200E-5
-5.577889E-1	-5.953400E-5
-5.477387E-1	-4.744000E-5
-5.376884E-1	-3.811900E-5
-5.276382E-1	-3.084900E-5
-5.175879E-1	-2.513000E-5
-5.075377E-1	-2.060000E-5
-4.974874E-1	-1.700500E-5
-4.874372E-1	-1.410000E-5
-4.773869E-1	-1.174000E-5
-4.673367E-1	-9.794700E-6
-4.572864E-1	-8.222200E-6
-4.472362E-1	-6.896500E-6
-4.371859E-1	-5.793500E-6
-4.271357E-1	-4.866400E-6
-4.170854E-1	-4.087300E-6
-4.070352E-1	-3.427500E-6
-3.969849E-1	-2.870400E-6
-3.869347E-1	-2.392000E-6
-3.768844E-1	-1.989400E-6
-3.668342E-1	-1.643500E-6
-3.567839E-1	-1.347000E-6
-3.467337E-1	-1.093000E-6
-3.366834E-1	-8.752400E-7
-3.266332E-1	-6.881000E-7
-3.165829E-1	-5.266300E-7
-3.065327E-1	-3.865000E-7
-2.964824E-1	-2.663000E-7
-2.864322E-1	-1.611000E-7
-2.763819E-1	-6.705900E-8
-2.663317E-1	1.044000E-8
-2.562814E-1	7.835500E-8
-2.462312E-1	1.396000E-7
-2.361809E-1	1.917900E-7
-2.261307E-1	2.376500E-7
-2.160804E-1	2.783500E-7
-2.060302E-1	3.142500E-7
-1.959799E-1	3.462500E-7
-1.859296E-1	3.744500E-7
-1.758794E-1	3.995400E-7
-1.658291E-1	4.219900E-7
-1.557789E-1	4.416300E-7
-1.457286E-1	4.594500E-7
-1.356784E-1	4.747000E-7
-1.256281E-1	4.887400E-7
-1.155779E-1	5.008800E-7
-1.055276E-1	5.118800E-7
-9.547739E-2	5.213400E-7
-8.542714E-2	5.298300E-7
-7.537688E-2	5.372800E-7
-6.532663E-2	5.437500E-7
-5.527638E-2	5.494500E-7
-4.522613E-2	5.546300E-7
-3.517588E-2	5.588800E-7
-2.512563E-2	5.626900E-7
-1.507538E-2	5.661000E-7
-5.025126E-3	5.689800E-7
5.025126E-3	5.713900E-7
1.507538E-2	5.737800E-7
2.512563E-2	5.759300E-7
3.517588E-2	5.775900E-7
4.522613E-2	5.792500E-7
5.527638E-2	5.806500E-7
6.532663E-2	5.821900E-7
7.537688E-2	5.833800E-7
8.542714E-2	5.846400E-7
9.547739E-2	5.857400E-7
1.055276E-1	5.869900E-7
1.155779E-1	5.882700E-7
1.256281E-1	5.891800E-7
1.356784E-1	5.902800E-7
1.457286E-1	5.911000E-7
1.557789E-1	5.920000E-7
1.658291E-1	5.929900E-7
1.758794E-1	5.941000E-7
1.859296E-1	5.950300E-7
1.959799E-1	5.959000E-7
2.060302E-1	5.967400E-7
2.160804E-1	5.977300E-7
2.261307E-1	5.986400E-7
2.361809E-1	5.996000E-7
2.462312E-1	6.003500E-7
2.562814E-1	6.013400E-7
2.663317E-1	6.021900E-7
2.763819E-1	6.031500E-7
2.864322E-1	6.038500E-7
2.964824E-1	6.045400E-7
3.065327E-1	6.052400E-7
3.165829E-1	6.060300E-7
3.266332E-1	6.066400E-7
3.366834E-1	6.072800E-7
3.467337E-1	6.079800E-7
3.567839E-1	6.086500E-7
3.668342E-1	6.092000E-7
3.768844E-1	6.098400E-7
3.869347E-1	6.106000E-7
3.969849E-1	6.111800E-7
4.070352E-1	6.117300E-7
4.170854E-1	6.124900E-7
4.271357E-1	6.131300E-7
4.371859E-1	6.138000E-7
4.472362E-1	6.144400E-7
4.572864E-1	6.150500E-7
4.673367E-1	6.155700E-7
4.773869E-1	6.160400E-7
4.874372E-1	6.166800E-7
4.974874E-1	6.170900E-7
5.075377E-1	6.177900E-7
5.175879E-1	6.184000E-7
5.276382E-1	6.188900E-7
5.376884E-1	6.193900E-7
5.477387E-1	6.203500E-7
5.577889E-1	6.209900E-7
5.678392E-1	6.214800E-7
